Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;ar;Beregningsmetode;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall enheter total;Antall enheter inkludert;Antall enheter ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2019-01-01T00:00+01:00;2020-01-01T00:00+01:00;2019;Gjennomsnitt (enhet = dogn);1899;1899;1899;100;365;365;0;1;99,9;3;1653;245;83;89;21;52;52;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2019-01-01T00:00+01:00;2020-01-01T00:00+01:00;2019;Gjennomsnitt (enhet = dogn);2099;2099;2099;100;365;365;0;0;100;Totalt i retning Havik;1844;255;89;92;21;53;53;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2019-01-01T00:00+01:00;2020-01-01T00:00+01:00;2019;Gjennomsnitt (enhet = dogn);2016;2016;2016;100;365;365;0;1;100;Totalt i retning Raglamyr/Mjasund;1723;292;114;94;26;58;58;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2019-01-01T00:00+01:00;2020-01-01T00:00+01:00;2019;Gjennomsnitt (enhet = dogn);4115;4115;4115;100;365;365;0;1;100;Totalt;3567;547;204;186;47;111;111;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);193;193;193;100;366;366;0;0;100;1;184;9;5;3;0;1;1;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);1954;1954;1954;100;366;366;0;1;99,9;2;1647;306;111;104;23;68;68;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);1864;1864;1864;100;366;366;0;0;100;3;1598;266;82;98;21;65;65;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);2057;2057;2057;100;366;366;0;1;100;Totalt i retning Havik;1781;276;87;101;21;66;66;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);1954;1954;1954;100;366;366;0;0;100;Totalt i retning Raglamyr/Mjasund;1647;307;111;104;23;68;68;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);4011;4011;4011;100;366;366;0;1;100;Totalt;3428;582;199;205;45;134;134;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);206;206;206;100;365;365;0;0;100;1;196;10;5;3;0;1;1;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);2067;2067;2067;100;365;365;0;1;100;2;1744;321;118;108;25;71;71;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);1976;1976;1976;100;365;365;0;0;100;3;1694;282;85;104;23;69;69;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);2182;2182;2182;100;365;365;0;0;100;Totalt i retning Havik;1890;292;91;108;24;70;70;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);2067;2067;2067;100;365;365;0;1;100;Totalt i retning Raglamyr/Mjasund;1745;322;118;108;25;71;71;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);4249;4249;4249;100;365;365;0;1;100;Totalt;3635;614;208;216;49;141;141;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);229;229;229;100;365;365;0;0;100;1;218;11;6;4;1;1;1;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);2210;2210;2210;100;365;365;0;0;100;2;1866;343;128;115;27;73;73;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);2128;2128;2128;100;365;365;0;0;100;3;1828;300;92;112;25;70;70;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);2357;2357;2357;100;365;365;0;0;100;Totalt i retning Havik;2046;311;98;116;26;71;71;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);2210;2210;2210;100;365;365;0;0;100;Totalt i retning Raglamyr/Mjasund;1866;343;128;115;27;73;73;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);4568;4568;4568;100;365;365;0;1;100;Totalt;3913;654;226;231;53;145;144;1
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);257;256;258;99,2;365;362;3;0;100;1;245;12;6;4;1;1;1;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);2349;2344;2354;99,2;365;362;3;0;100;2;1988;360;140;118;30;72;72;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);2258;2253;2263;99,2;365;362;3;0;100;3;1945;312;101;112;30;69;69;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);2515;2509;2521;99,2;365;362;3;0;100;Totalt i retning Havik;2191;324;108;116;30;70;70;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);2349;2344;2354;99,2;365;362;3;0;100;Totalt i retning Raglamyr/Mjasund;1988;361;141;118;30;72;72;0
77208V2370670;Karmoytunnelen Havik;FV553 S1D1 m7482;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);4864;4853;4875;99,2;365;362;3;0;100;Totalt;4179;685;248;233;60;143;142;1
