Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T00:00+02:00;2024-08-01T01:00+02:00;2024-08-01;00:00;01:00;1;65;100,0;1;1;0;0;100,00;60;5;5;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T00:00+02:00;2024-08-01T01:00+02:00;2024-08-01;00:00;01:00;2;50;100,0;1;1;0;1;98,00;44;5;2;1;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T00:00+02:00;2024-08-01T01:00+02:00;2024-08-01;00:00;01:00;Totalt i retning Haugesund S X E134;50;100,0;1;1;0;1;98,00;44;5;2;1;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T00:00+02:00;2024-08-01T01:00+02:00;2024-08-01;00:00;01:00;Totalt i retning Våga/Hordaland gr.;65;100,0;1;1;0;0;100,00;60;5;5;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T00:00+02:00;2024-08-01T01:00+02:00;2024-08-01;00:00;01:00;Totalt;115;100,0;1;1;0;1;99,13;104;10;7;1;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T01:00+02:00;2024-08-01T02:00+02:00;2024-08-01;01:00;02:00;1;35;100,0;1;1;0;1;97,14;30;4;2;2;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T01:00+02:00;2024-08-01T02:00+02:00;2024-08-01;01:00;02:00;2;29;100,0;1;1;0;0;100,00;28;1;0;0;1;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T01:00+02:00;2024-08-01T02:00+02:00;2024-08-01;01:00;02:00;Totalt i retning Haugesund S X E134;29;100,0;1;1;0;0;100,00;28;1;0;0;1;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T01:00+02:00;2024-08-01T02:00+02:00;2024-08-01;01:00;02:00;Totalt i retning Våga/Hordaland gr.;35;100,0;1;1;0;1;97,14;30;4;2;2;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T01:00+02:00;2024-08-01T02:00+02:00;2024-08-01;01:00;02:00;Totalt;64;100,0;1;1;0;1;98,44;58;5;2;2;1;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T02:00+02:00;2024-08-01T03:00+02:00;2024-08-01;02:00;03:00;1;16;100,0;1;1;0;0;100,00;12;4;2;2;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T02:00+02:00;2024-08-01T03:00+02:00;2024-08-01;02:00;03:00;2;14;100,0;1;1;0;0;100,00;12;2;1;1;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T02:00+02:00;2024-08-01T03:00+02:00;2024-08-01;02:00;03:00;Totalt i retning Haugesund S X E134;14;100,0;1;1;0;0;100,00;12;2;1;1;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T02:00+02:00;2024-08-01T03:00+02:00;2024-08-01;02:00;03:00;Totalt i retning Våga/Hordaland gr.;16;100,0;1;1;0;0;100,00;12;4;2;2;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T02:00+02:00;2024-08-01T03:00+02:00;2024-08-01;02:00;03:00;Totalt;30;100,0;1;1;0;0;100,00;24;6;3;3;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T03:00+02:00;2024-08-01T04:00+02:00;2024-08-01;03:00;04:00;1;8;100,0;1;1;0;0;100,00;6;2;0;2;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T03:00+02:00;2024-08-01T04:00+02:00;2024-08-01;03:00;04:00;2;8;100,0;1;1;0;0;100,00;5;3;1;1;0;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T03:00+02:00;2024-08-01T04:00+02:00;2024-08-01;03:00;04:00;Totalt i retning Haugesund S X E134;8;100,0;1;1;0;0;100,00;5;3;1;1;0;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T03:00+02:00;2024-08-01T04:00+02:00;2024-08-01;03:00;04:00;Totalt i retning Våga/Hordaland gr.;8;100,0;1;1;0;0;100,00;6;2;0;2;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T03:00+02:00;2024-08-01T04:00+02:00;2024-08-01;03:00;04:00;Totalt;16;100,0;1;1;0;0;100,00;11;5;1;3;0;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T04:00+02:00;2024-08-01T05:00+02:00;2024-08-01;04:00;05:00;1;10;100,0;1;1;0;0;100,00;6;4;2;2;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T04:00+02:00;2024-08-01T05:00+02:00;2024-08-01;04:00;05:00;2;12;100,0;1;1;0;0;100,00;12;0;0;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T04:00+02:00;2024-08-01T05:00+02:00;2024-08-01;04:00;05:00;Totalt i retning Haugesund S X E134;12;100,0;1;1;0;0;100,00;12;0;0;0;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T04:00+02:00;2024-08-01T05:00+02:00;2024-08-01;04:00;05:00;Totalt i retning Våga/Hordaland gr.;10;100,0;1;1;0;0;100,00;6;4;2;2;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T04:00+02:00;2024-08-01T05:00+02:00;2024-08-01;04:00;05:00;Totalt;22;100,0;1;1;0;0;100,00;18;4;2;2;0;0;0;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T05:00+02:00;2024-08-01T06:00+02:00;2024-08-01;05:00;06:00;1;51;100,0;1;1;0;0;100,00;38;13;8;1;3;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T05:00+02:00;2024-08-01T06:00+02:00;2024-08-01;05:00;06:00;2;75;100,0;1;1;0;1;98,67;66;8;5;0;1;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T05:00+02:00;2024-08-01T06:00+02:00;2024-08-01;05:00;06:00;Totalt i retning Haugesund S X E134;75;100,0;1;1;0;1;98,67;66;8;5;0;1;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T05:00+02:00;2024-08-01T06:00+02:00;2024-08-01;05:00;06:00;Totalt i retning Våga/Hordaland gr.;51;100,0;1;1;0;0;100,00;38;13;8;1;3;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T05:00+02:00;2024-08-01T06:00+02:00;2024-08-01;05:00;06:00;Totalt;126;100,0;1;1;0;1;99,21;104;21;13;1;4;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T06:00+02:00;2024-08-01T07:00+02:00;2024-08-01;06:00;07:00;1;142;100,0;1;1;0;2;98,59;113;27;16;5;4;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T06:00+02:00;2024-08-01T07:00+02:00;2024-08-01;06:00;07:00;2;306;100,0;1;1;0;8;97,39;270;28;14;6;5;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T06:00+02:00;2024-08-01T07:00+02:00;2024-08-01;06:00;07:00;Totalt i retning Haugesund S X E134;306;100,0;1;1;0;8;97,39;270;28;14;6;5;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T06:00+02:00;2024-08-01T07:00+02:00;2024-08-01;06:00;07:00;Totalt i retning Våga/Hordaland gr.;142;100,0;1;1;0;2;98,59;113;27;16;5;4;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T06:00+02:00;2024-08-01T07:00+02:00;2024-08-01;06:00;07:00;Totalt;448;100,0;1;1;0;10;97,77;383;55;30;11;9;5;5;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T07:00+02:00;2024-08-01T08:00+02:00;2024-08-01;07:00;08:00;1;332;100,0;1;1;0;1;99,70;275;56;30;15;7;4;4;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T07:00+02:00;2024-08-01T08:00+02:00;2024-08-01;07:00;08:00;2;543;100,0;1;1;0;8;98,53;477;58;17;30;6;5;5;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T07:00+02:00;2024-08-01T08:00+02:00;2024-08-01;07:00;08:00;Totalt i retning Haugesund S X E134;543;100,0;1;1;0;8;98,53;477;58;17;30;6;5;5;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T07:00+02:00;2024-08-01T08:00+02:00;2024-08-01;07:00;08:00;Totalt i retning Våga/Hordaland gr.;332;100,0;1;1;0;1;99,70;275;56;30;15;7;4;4;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T07:00+02:00;2024-08-01T08:00+02:00;2024-08-01;07:00;08:00;Totalt;875;100,0;1;1;0;9;98,97;752;114;47;45;13;9;9;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T08:00+02:00;2024-08-01T09:00+02:00;2024-08-01;08:00;09:00;1;271;100,0;1;1;0;3;98,89;207;61;28;23;7;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T08:00+02:00;2024-08-01T09:00+02:00;2024-08-01;08:00;09:00;2;458;100,0;1;1;0;5;98,91;388;65;37;20;5;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T08:00+02:00;2024-08-01T09:00+02:00;2024-08-01;08:00;09:00;Totalt i retning Haugesund S X E134;458;100,0;1;1;0;5;98,91;388;65;37;20;5;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T08:00+02:00;2024-08-01T09:00+02:00;2024-08-01;08:00;09:00;Totalt i retning Våga/Hordaland gr.;271;100,0;1;1;0;3;98,89;207;61;28;23;7;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T08:00+02:00;2024-08-01T09:00+02:00;2024-08-01;08:00;09:00;Totalt;729;100,0;1;1;0;8;98,90;595;126;65;43;12;6;6;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T09:00+02:00;2024-08-01T10:00+02:00;2024-08-01;09:00;10:00;1;333;100,0;1;1;0;5;98,50;248;80;28;36;8;8;8;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T09:00+02:00;2024-08-01T10:00+02:00;2024-08-01;09:00;10:00;2;478;100,0;1;1;0;5;98,95;421;52;15;27;4;6;5;1
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T09:00+02:00;2024-08-01T10:00+02:00;2024-08-01;09:00;10:00;Totalt i retning Haugesund S X E134;478;100,0;1;1;0;5;98,95;421;52;15;27;4;6;5;1
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T09:00+02:00;2024-08-01T10:00+02:00;2024-08-01;09:00;10:00;Totalt i retning Våga/Hordaland gr.;333;100,0;1;1;0;5;98,50;248;80;28;36;8;8;8;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T09:00+02:00;2024-08-01T10:00+02:00;2024-08-01;09:00;10:00;Totalt;811;100,0;1;1;0;10;98,77;669;132;43;63;12;14;13;1
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T10:00+02:00;2024-08-01T11:00+02:00;2024-08-01;10:00;11:00;1;410;100,0;1;1;0;2;99,51;345;63;28;20;9;6;6;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T10:00+02:00;2024-08-01T11:00+02:00;2024-08-01;10:00;11:00;2;532;100,0;1;1;0;2;99,62;455;75;32;29;8;6;6;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T10:00+02:00;2024-08-01T11:00+02:00;2024-08-01;10:00;11:00;Totalt i retning Haugesund S X E134;532;100,0;1;1;0;2;99,62;455;75;32;29;8;6;6;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T10:00+02:00;2024-08-01T11:00+02:00;2024-08-01;10:00;11:00;Totalt i retning Våga/Hordaland gr.;410;100,0;1;1;0;2;99,51;345;63;28;20;9;6;6;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T10:00+02:00;2024-08-01T11:00+02:00;2024-08-01;10:00;11:00;Totalt;942;100,0;1;1;0;4;99,58;800;138;60;49;17;12;12;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T11:00+02:00;2024-08-01T12:00+02:00;2024-08-01;11:00;12:00;1;517;100,0;1;1;0;3;99,42;431;83;38;32;7;6;6;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T11:00+02:00;2024-08-01T12:00+02:00;2024-08-01;11:00;12:00;2;618;100,0;1;1;0;10;98,38;517;91;45;35;8;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T11:00+02:00;2024-08-01T12:00+02:00;2024-08-01;11:00;12:00;Totalt i retning Haugesund S X E134;618;100,0;1;1;0;10;98,38;517;91;45;35;8;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T11:00+02:00;2024-08-01T12:00+02:00;2024-08-01;11:00;12:00;Totalt i retning Våga/Hordaland gr.;517;100,0;1;1;0;3;99,42;431;83;38;32;7;6;6;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T11:00+02:00;2024-08-01T12:00+02:00;2024-08-01;11:00;12:00;Totalt;1135;100,0;1;1;0;13;98,85;948;174;83;67;15;9;9;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T12:00+02:00;2024-08-01T13:00+02:00;2024-08-01;12:00;13:00;1;558;100,0;1;1;0;2;99,64;474;82;36;36;6;4;4;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T12:00+02:00;2024-08-01T13:00+02:00;2024-08-01;12:00;13:00;2;633;100,0;1;1;0;4;99,37;546;83;33;34;10;6;6;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T12:00+02:00;2024-08-01T13:00+02:00;2024-08-01;12:00;13:00;Totalt i retning Haugesund S X E134;633;100,0;1;1;0;4;99,37;546;83;33;34;10;6;6;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T12:00+02:00;2024-08-01T13:00+02:00;2024-08-01;12:00;13:00;Totalt i retning Våga/Hordaland gr.;558;100,0;1;1;0;2;99,64;474;82;36;36;6;4;4;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T12:00+02:00;2024-08-01T13:00+02:00;2024-08-01;12:00;13:00;Totalt;1191;100,0;1;1;0;6;99,50;1020;165;69;70;16;10;10;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T13:00+02:00;2024-08-01T14:00+02:00;2024-08-01;13:00;14:00;1;585;100,0;1;1;0;6;98,97;486;93;38;42;6;7;7;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T13:00+02:00;2024-08-01T14:00+02:00;2024-08-01;13:00;14:00;2;597;100,0;1;1;0;7;98,83;522;68;33;23;6;6;6;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T13:00+02:00;2024-08-01T14:00+02:00;2024-08-01;13:00;14:00;Totalt i retning Haugesund S X E134;597;100,0;1;1;0;7;98,83;522;68;33;23;6;6;6;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T13:00+02:00;2024-08-01T14:00+02:00;2024-08-01;13:00;14:00;Totalt i retning Våga/Hordaland gr.;585;100,0;1;1;0;6;98,97;486;93;38;42;6;7;7;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T13:00+02:00;2024-08-01T14:00+02:00;2024-08-01;13:00;14:00;Totalt;1182;100,0;1;1;0;13;98,90;1008;161;71;65;12;13;13;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T14:00+02:00;2024-08-01T15:00+02:00;2024-08-01;14:00;15:00;1;711;100,0;1;1;0;4;99,44;622;85;37;37;7;4;4;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T14:00+02:00;2024-08-01T15:00+02:00;2024-08-01;14:00;15:00;2;653;100,0;1;1;0;5;99,23;557;91;36;38;8;9;9;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T14:00+02:00;2024-08-01T15:00+02:00;2024-08-01;14:00;15:00;Totalt i retning Haugesund S X E134;653;100,0;1;1;0;5;99,23;557;91;36;38;8;9;9;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T14:00+02:00;2024-08-01T15:00+02:00;2024-08-01;14:00;15:00;Totalt i retning Våga/Hordaland gr.;711;100,0;1;1;0;4;99,44;622;85;37;37;7;4;4;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T14:00+02:00;2024-08-01T15:00+02:00;2024-08-01;14:00;15:00;Totalt;1364;100,0;1;1;0;9;99,34;1179;176;73;75;15;13;13;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T15:00+02:00;2024-08-01T16:00+02:00;2024-08-01;15:00;16:00;1;848;100,0;1;1;0;13;98,47;776;59;23;19;11;6;6;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T15:00+02:00;2024-08-01T16:00+02:00;2024-08-01;15:00;16:00;2;685;100,0;1;1;0;4;99,42;610;71;31;21;13;6;6;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T15:00+02:00;2024-08-01T16:00+02:00;2024-08-01;15:00;16:00;Totalt i retning Haugesund S X E134;685;100,0;1;1;0;4;99,42;610;71;31;21;13;6;6;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T15:00+02:00;2024-08-01T16:00+02:00;2024-08-01;15:00;16:00;Totalt i retning Våga/Hordaland gr.;848;100,0;1;1;0;13;98,47;776;59;23;19;11;6;6;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T15:00+02:00;2024-08-01T16:00+02:00;2024-08-01;15:00;16:00;Totalt;1533;100,0;1;1;0;17;98,89;1386;130;54;40;24;12;12;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T16:00+02:00;2024-08-01T17:00+02:00;2024-08-01;16:00;17:00;1;646;100,0;1;1;0;9;98,61;581;56;25;19;6;6;6;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T16:00+02:00;2024-08-01T17:00+02:00;2024-08-01;16:00;17:00;2;563;100,0;1;1;0;11;98,05;506;46;18;18;5;5;5;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T16:00+02:00;2024-08-01T17:00+02:00;2024-08-01;16:00;17:00;Totalt i retning Haugesund S X E134;563;100,0;1;1;0;11;98,05;506;46;18;18;5;5;5;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T16:00+02:00;2024-08-01T17:00+02:00;2024-08-01;16:00;17:00;Totalt i retning Våga/Hordaland gr.;646;100,0;1;1;0;9;98,61;581;56;25;19;6;6;6;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T16:00+02:00;2024-08-01T17:00+02:00;2024-08-01;16:00;17:00;Totalt;1209;100,0;1;1;0;20;98,35;1087;102;43;37;11;11;11;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T17:00+02:00;2024-08-01T18:00+02:00;2024-08-01;17:00;18:00;1;526;100,0;1;1;0;6;98,86;473;47;24;13;3;7;7;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T17:00+02:00;2024-08-01T18:00+02:00;2024-08-01;17:00;18:00;2;568;100,0;1;1;0;7;98,77;529;32;10;15;3;4;4;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T17:00+02:00;2024-08-01T18:00+02:00;2024-08-01;17:00;18:00;Totalt i retning Haugesund S X E134;568;100,0;1;1;0;7;98,77;529;32;10;15;3;4;4;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T17:00+02:00;2024-08-01T18:00+02:00;2024-08-01;17:00;18:00;Totalt i retning Våga/Hordaland gr.;526;100,0;1;1;0;6;98,86;473;47;24;13;3;7;7;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T17:00+02:00;2024-08-01T18:00+02:00;2024-08-01;17:00;18:00;Totalt;1094;100,0;1;1;0;13;98,81;1002;79;34;28;6;11;11;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T18:00+02:00;2024-08-01T19:00+02:00;2024-08-01;18:00;19:00;1;502;100,0;1;1;0;3;99,40;459;40;21;12;5;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T18:00+02:00;2024-08-01T19:00+02:00;2024-08-01;18:00;19:00;2;402;100,0;1;1;0;6;98,51;380;16;7;4;4;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T18:00+02:00;2024-08-01T19:00+02:00;2024-08-01;18:00;19:00;Totalt i retning Haugesund S X E134;402;100,0;1;1;0;6;98,51;380;16;7;4;4;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T18:00+02:00;2024-08-01T19:00+02:00;2024-08-01;18:00;19:00;Totalt i retning Våga/Hordaland gr.;502;100,0;1;1;0;3;99,40;459;40;21;12;5;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T18:00+02:00;2024-08-01T19:00+02:00;2024-08-01;18:00;19:00;Totalt;904;100,0;1;1;0;9;99,00;839;56;28;16;9;3;3;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T19:00+02:00;2024-08-01T20:00+02:00;2024-08-01;19:00;20:00;1;457;100,0;1;1;0;13;97,16;403;41;24;11;4;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T19:00+02:00;2024-08-01T20:00+02:00;2024-08-01;19:00;20:00;2;408;100,0;1;1;0;9;97,79;373;26;8;11;4;3;2;1
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T19:00+02:00;2024-08-01T20:00+02:00;2024-08-01;19:00;20:00;Totalt i retning Haugesund S X E134;408;100,0;1;1;0;9;97,79;373;26;8;11;4;3;2;1
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T19:00+02:00;2024-08-01T20:00+02:00;2024-08-01;19:00;20:00;Totalt i retning Våga/Hordaland gr.;457;100,0;1;1;0;13;97,16;403;41;24;11;4;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T19:00+02:00;2024-08-01T20:00+02:00;2024-08-01;19:00;20:00;Totalt;865;100,0;1;1;0;22;97,46;776;67;32;22;8;5;4;1
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T20:00+02:00;2024-08-01T21:00+02:00;2024-08-01;20:00;21:00;1;368;100,0;1;1;0;8;97,83;322;38;27;9;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T20:00+02:00;2024-08-01T21:00+02:00;2024-08-01;20:00;21:00;2;327;100,0;1;1;0;9;97,25;298;20;8;9;2;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T20:00+02:00;2024-08-01T21:00+02:00;2024-08-01;20:00;21:00;Totalt i retning Haugesund S X E134;327;100,0;1;1;0;9;97,25;298;20;8;9;2;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T20:00+02:00;2024-08-01T21:00+02:00;2024-08-01;20:00;21:00;Totalt i retning Våga/Hordaland gr.;368;100,0;1;1;0;8;97,83;322;38;27;9;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T20:00+02:00;2024-08-01T21:00+02:00;2024-08-01;20:00;21:00;Totalt;695;100,0;1;1;0;17;97,55;620;58;35;18;3;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T21:00+02:00;2024-08-01T22:00+02:00;2024-08-01;21:00;22:00;1;285;100,0;1;1;0;7;97,54;264;14;8;2;3;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T21:00+02:00;2024-08-01T22:00+02:00;2024-08-01;21:00;22:00;2;283;100,0;1;1;0;6;97,88;263;14;8;3;2;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T21:00+02:00;2024-08-01T22:00+02:00;2024-08-01;21:00;22:00;Totalt i retning Haugesund S X E134;283;100,0;1;1;0;6;97,88;263;14;8;3;2;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T21:00+02:00;2024-08-01T22:00+02:00;2024-08-01;21:00;22:00;Totalt i retning Våga/Hordaland gr.;285;100,0;1;1;0;7;97,54;264;14;8;2;3;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T21:00+02:00;2024-08-01T22:00+02:00;2024-08-01;21:00;22:00;Totalt;568;100,0;1;1;0;13;97,71;527;28;16;5;5;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T22:00+02:00;2024-08-01T23:00+02:00;2024-08-01;22:00;23:00;1;230;100,0;1;1;0;7;96,96;211;12;7;3;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T22:00+02:00;2024-08-01T23:00+02:00;2024-08-01;22:00;23:00;2;211;100,0;1;1;0;3;98,58;194;14;9;3;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T22:00+02:00;2024-08-01T23:00+02:00;2024-08-01;22:00;23:00;Totalt i retning Haugesund S X E134;211;100,0;1;1;0;3;98,58;194;14;9;3;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T22:00+02:00;2024-08-01T23:00+02:00;2024-08-01;22:00;23:00;Totalt i retning Våga/Hordaland gr.;230;100,0;1;1;0;7;96,96;211;12;7;3;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T22:00+02:00;2024-08-01T23:00+02:00;2024-08-01;22:00;23:00;Totalt;441;100,0;1;1;0;10;97,73;405;26;16;6;2;2;2;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T23:00+02:00;2024-08-02T00:00+02:00;2024-08-01;23:00;00:00;1;132;100,0;1;1;0;1;99,24;123;8;4;1;2;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T23:00+02:00;2024-08-02T00:00+02:00;2024-08-01;23:00;00:00;2;101;100,0;1;1;0;2;98,02;91;8;4;2;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T23:00+02:00;2024-08-02T00:00+02:00;2024-08-01;23:00;00:00;Totalt i retning Haugesund S X E134;101;100,0;1;1;0;2;98,02;91;8;4;2;1;1;1;0
65533V319820;Karmsundgata;FV47 S1D1 m3247;2024-08-01T23:00+02:00;2024-08-02T00:00+02:00;2024-08-01;23:00;00:00;Totalt i retning Våga/Hordaland gr.;132;100,0;1;1;0;1;99,24;123;8;4;1;2;1;1;0
